id,name,host_id,host_name,neighborhood,latitude,longitude,room_type,price,number_of_reviews,calculated_host_listings_count
7292504,"Saratoga Sweetness: cozy, quiet with private bath.",36446072,Pamela,Arbor Lodge,45.57294,-122.68823,Private room,61,144,2
7305999,Cozy & Convenient On Alberta St.,38271890,Emilio,Overlook,45.55838,-122.68028999999999,Private room,62,17,1
7306668,Cute Victorian in Cathedral Park,38273321,Laura,Cathedral Park,45.58652,-122.74753999999999,Private room,45,86,1
7306750,Artist haven/historic Laurelhurst,22112041,Dona,Laurelhurst,45.51985,-122.61936000000001,Entire home/apt,95,86,2
7310820,Cheery Apartment in Foster-Powell,2259986,Jennifer And Dan,Foster-Powell,45.49518,-122.6022,Entire home/apt,75,35,1
7311095,Concordia Hideaway in Alberta Arts,17685915,Jessica & Drew,Concordia,45.56279,-122.6308,Entire home/apt,54,279,1
7320844,The Cedar Cottage,2135653,John And Fran,Mt. Tabor,45.50845,-122.6092,Entire home/apt,85,578,1
7324144,Your Needs Met in an Artic Fox,38367909,Kate,Kenton,45.58101,-122.68586,Entire home/apt,48,293,2
7398659,Sunnyside Studio,6465877,Todd & Lea,Sunnyside,45.51905,-122.61938,Entire home/apt,70,257,1
7402080,Cozy Close-in North Portland Studio,2023949,Anna,Arbor Lodge,45.56913,-122.69097,Entire home/apt,62,249,1
7402205,Cozy Cully Charmer,18512491,Keri,Cully,45.55591,-122.6051,Private room,34,65,2
7422143,S.E. Portland Division/Clinton,18830,Dosia,Hosford-Abernethy,45.50328,-122.65012,Private room,45,235,1
7429660,Two bedroom entire home Mt. Tabor,1377982,Amanda,Mt. Tabor,45.50877,-122.60761000000001,Entire home/apt,225,43,1
7432474,Spacious Woodlawn Suite,38932489,Greg & Mallory,Woodlawn,45.57347,-122.64356000000001,Entire home/apt,71,429,1
7452129,New 1bd/1 BA Across from Park,39028080,Geoff,Sellwood-Moreland Improvement League,45.46932,-122.6599,Entire home/apt,150,7,1
7486149,NoPo Boho,13531661,Meredith,Overlook,45.56544,-122.69724,Private room,37,171,1
7500148,Sunny SE Home - Walk Everywhere!,1202072,Katrina,Richmond,45.50392,-122.61803,Entire home/apt,120,66,1
7510884,Master Suite close to downtown!,16351508,Alan,Hillsdale,45.46686,-122.69568000000001,Private room,60,281,1
7547444,Near Oregon Convention Center,1770933,Anastasia,Sullivan's Gulch,45.53224,-122.64542,Private room,47,281,1
7561115,Modern Love - Heart of Mississippi,3173548,Stacey,Boise,45.55363,-122.67466999999999,Entire home/apt,100,296,1
7564968,Private & Bright Alberta Arts Studio,35835651,Jacob And Tien,King,45.558170000000004,-122.65347,Entire home/apt,59,174,1
7616616,Modern Rustic Zen  SE Studio Loft,23836921,Jennifer,Brentwood-Darlington,45.46624,-122.59698999999999,Entire home/apt,67,62,2
7620997,"Bright, Spacious Heart of Portland",18590525,Tom,Richmond,45.51068,-122.63318000000001,Private room,60,337,4
7644915,Lovely Northeast Portland Oasis,19538819,Louise,Grant Park,45.53787,-122.63843999999999,Entire home/apt,125,57,1
7650094,Furnished Condo in heart of the Alphabet District,1197719,Nora,Northwest District,45.52474,-122.68678999999999,Entire home/apt,100,5,1
7665052,"""Glamping in the city"" in Portland Oregon",26562145,Carrie And Brian,Sunnyside,45.5134,-122.63054,Entire home/apt,87,119,1
7676079,5422 B - Interstate Max Line Monthly,770134,Jeff,Overlook,45.56172,-122.68158000000001,Entire home/apt,66,4,3
7676080,5428 A- interstate Max Line,770134,Jeff,Overlook,45.56312,-122.68048,Entire home/apt,60,13,3
7678990,Yellow Door / Heart of NW District /  Free Parking,33149703,Beau,Northwest District,45.5274,-122.69693999999998,Entire home/apt,129,219,1
7679227,Mid Century View Ranch w/ Covered Deck & Fireplace,2000049,Adam,Sylvan-Highlands,45.51354,-122.73647,Entire home/apt,425,87,1
7693459,Cozy Williams/Mississippi Studio,37727048,Cameron,Eliot,45.54808,-122.66643,Entire home/apt,79,180,1
7699029,"SUNNY QUIET BSMNT SUITE APT 1000 Sq ft, Priv Entry",38953564,Casey & Berdell,Parkrose,45.5476,-122.54727,Entire home/apt,91,142,1
7701258,Renovated Restaurant Row Bungalow Home,40454925,Jack,Kerns,45.5247,-122.64128000000001,Entire home/apt,150,106,1
7717751,Private Daylight Basement Suite with own Entrance,12065890,Chris,Creston-Kenilworth,45.49203,-122.60698000000001,Entire home/apt,40,64,1
7729130,Magic Barn,26822355,"Todji, Gisele And Hobie",Richmond,45.50802,-122.62213,Entire home/apt,188,538,2
7742153,Classic Portland Walk-up - NW 23rd,4226164,Maria,Northwest District,45.53334,-122.69843999999999,Entire home/apt,100,227,2
7743660,Light-filled Craftsman Loft in Trendy Arbor Lodge,20590539,Zach,Arbor Lodge,45.56961,-122.69312,Entire home/apt,70,181,1
7750655,Private Light Filled NEPO Bungalow,11372350,Deidre,Rose City Park,45.54678,-122.60825,Entire home/apt,90,363,1
7764019,Private Studio with Kitchenette,40829795,Colleen,Beaumont-Wilshire,45.544290000000004,-122.6165,Private room,59,110,3
7775030,"Remarkable Value, Good Location, Comfy & Clean",40900726,Ron,Lents,45.464659999999995,-122.55738999999998,Private room,48,14,1
7776074,"Bright, Spacious Inner SE Studio",40908943,Donna,Richmond,45.50051,-122.61437,Entire home/apt,80,231,1
7785128,Peaceful Home with Tropical Garden,3554251,Annie,Irvington,45.54267,-122.65596000000001,Private room,50,157,1
7790182,❤ Modern 2 bdrm. Walk to top restaurants.,617281,Megan,Concordia,45.56692,-122.6377,Entire home/apt,148,23,1
7790853,Charming craftsman blocks from Univ,13938342,Erin,Portsmouth,45.58376,-122.72686999999999,Entire home/apt,89,69,1
7793437,Alberta Arts Bungalow,11159584,Scott,Vernon,45.56573,-122.65006000000001,Private room,39,87,1
7804446,Charming 1900's Home in NEPO!,41082680,Michelle,King,45.54845,-122.65586,Entire home/apt,1000,269,1
7818704,2 Bedrooms In Lovely Small House Near Division St,41163295,Leah,Richmond,45.50026,-122.6341,Entire home/apt,135,38,1
7837939,Close To Everything-Private Apt.,344295,Kim & Richard,Irvington,45.53607,-122.65376,Entire home/apt,92,249,1
7839655,Stunning Guest House w/Loft: Restaurants & Shops!,1965971,Laurel & Brian,Richmond,45.50512,-122.61156000000001,Entire home/apt,110,264,1
7844086,5422 A - Interstate Max Line Monthly,770134,Jeff,Overlook,45.56289,-122.68203999999999,Entire home/apt,60,11,3
7885712,HAWTHORNE Wisteria Retreat,41571033,Sari,Hosford-Abernethy,45.509479999999996,-122.64178999999999,Entire home/apt,109,413,1
7902680,"Cozy Winter Escape + fireplace, parking",41669866,Ami,Northwest District,45.53821,-122.71441999999999,Entire home/apt,99,303,2
7915941,"Newly Remodeled, Modern Retreat",32847442,Ryan,Arbor Lodge,45.56841,-122.69756000000001,Entire home/apt,179,143,1
7918004,Country Oasis In The City,13362137,David,Arnold Creek,45.44467,-122.69753999999999,Private room,79,77,1
7922813,"Private Penthouse, Heart of Portland!",41780011,Ariel,Kerns,45.52021,-122.63518,Entire home/apt,95,35,2
7924119,Cozy Studio in the Heart of Portland with Garden,41780011,Ariel,Kerns,45.52015,-122.63537,Entire home/apt,85,21,2
7932612,Close-in Portland Oasis,41829410,Susie,Reed,45.48328,-122.62835,Entire home/apt,70,185,1
7933637,Beautiful Cozy Modern Wooded Retreat Near Downtown,41835206,Andi,Hillsdale,45.48236,-122.68615,Entire home/apt,179,51,2
7966515,"Private entrance 2 bedroom, 1 bath near downtown",36636311,Aaron & Jess,Overlook,45.56315,-122.68318000000001,Entire home/apt,105,80,1
7982803,"Spacious, Perched & Private in Hip Belmont area",1442365,Angel & Vikrant,Sunnyside,45.51866,-122.62566000000001,Entire home/apt,111,243,1
8015502,Comfy 55' Atomic Ranch House,25141546,Jennifer,Montavilla,45.50528,-122.57825,Entire home/apt,100,3,1
8015598,Quiet Retreat Steps from Bustling NE Broadway,3849293,Jim,Irvington,45.53723,-122.64606,Entire home/apt,155,193,1
8015822,A warm and welcoming retreat,24273359,Erik,Woodstock,45.46595,-122.61814,Private room,58,40,1
8035910,LONG TERM LUXURY IN THE PEARL,42431331,Terri,Pearl,45.52619,-122.68042,Entire home/apt,90,6,1
8035987,Lark About Downtown from Here!,42139754,Lee Wyatt,Portland Downtown,45.51639,-122.68511000000001,Entire home/apt,250,54,1
8036201,Modern home Alberta Arts district,27241109,Carolyn,King,45.56091,-122.65486000000001,Private room,70,66,1
8051993,North Tabor Victorian/Modern 2BD,1735359,Matthew,North Tabor,45.52644,-122.60868,Entire home/apt,150,278,1
8053707,Sunny bedrooms  Craftsman style home NW Portland,42533657,Joan,Northwest District,45.5316,-122.70228,Private room,75,15,2
8069102,Tranquil Lower Unit with Private Bathroom,42609088,Christopher,Creston-Kenilworth,45.49281,-122.63493000000001,Private room,49,130,1
8072092,Designer's Home in Rose Garden!,27974994,Mel,Piedmont,45.56988,-122.6687,Entire home/apt,139,113,4
8080471,"Beautiful, large downtown condo",2393160,Tom,Goose Hollow,45.52185,-122.69563000000001,Entire home/apt,185,80,2
8082095,Historic 1892 Victorian with Mountain Views,5055793,Elliott,South Portland,45.50008,-122.67663999999999,Entire home/apt,240,86,1
8087490,Victorian duplex in Mount Tabor,42709247,Anne,Mt. Tabor,45.520920000000004,-122.60651999999999,Entire home/apt,125,1,1
8091957,Cozy Craftsman Bungalow near Alberta Arts,825420,Kalen,Woodlawn,45.569140000000004,-122.6441,Private room,39,14,1
8102553,Kerby Bungalow,5992417,Andy,Piedmont,45.57759,-122.67213999999998,Entire home/apt,190,26,1
8105256,"Home away from home, 2 bedrooms",17929506,Jill,Alameda,45.54784,-122.63904,Private room,115,16,2
8118223,Historic Ol' Mississippi Beauty!,1022102,Laura,Overlook,45.550979999999996,-122.68323000000001,Entire home/apt,225,176,1
8126673,Close in NE Portland private room,2820691,Tracy,Alameda,45.54457,-122.62507,Private room,50,65,1
8128134,Dog Friendly NE Portland House - High walkability!,3200280,Linda,Rose City Park,45.53686,-122.60203999999999,Entire home/apt,200,6,1
8133872,Private Efficiency Apt SE Portland,42953034,Elizabeth,Foster-Powell,45.49368,-122.58261999999999,Entire home/apt,56,245,1
8134317,Pad in 1 of America's coolest hoods,573039,Shoshana,Vernon,45.5588,-122.64707,Entire home/apt,70,212,1
8149676,"Sweet, Quiet NE Apt. w/King Bed",869605,Danny,Irvington,45.53882,-122.64443999999999,Entire home/apt,94,120,1
8161895,"Light Rail, Perfect Location, Large Apartment!",4784499,Gayle & Bill,Overlook,45.549929999999996,-122.68177,Entire home/apt,99,204,1
8170853,Fun on Fremont,13818089,Holly,Beaumont-Wilshire,45.55144,-122.61547,Entire home/apt,150,16,4
8191940,Private mini house in PDX!,43209789,Tiger,Woodstock,45.47822,-122.61166999999999,Private room,40,39,1
8194988,"Stylish, Lovely Bungalow w/ free parking",13303946,Satish,Rose City Park,45.53385,-122.61351,Entire home/apt,109,157,1
8222479,quirky/cozy/historic: back room,2416754,Leah & David,Brooklyn Action Corps,45.49577,-122.65313,Private room,64,356,2
8227851,Piedmont backyard cottage,6024930,Emily,Piedmont,45.57233,-122.67651000000001,Entire home/apt,92,192,1
8236018,Woodstock modern apartment,15280606,Kathleen,Brentwood-Darlington,45.46647,-122.61363999999999,Entire home/apt,90,197,1
8241423,Dotty the House! heart of inner SE - Division,3141095,Lasse,Hosford-Abernethy,45.50267,-122.64365,Entire home/apt,99,353,1
8252431,Rocky Butte charm,43519398,Vicky,Madison South,45.548590000000004,-122.57033,Private room,42,326,1
8256301,NW 23rd (Nob Hill) - Cozy Apartment,37100855,Joshua,Northwest District,45.52799,-122.69693000000001,Entire home/apt,175,365,2
8257424,Cozy Cottage in NE Portland,15406961,Rebecca,Cully,45.5553,-122.61156000000001,Entire home/apt,135,58,1
8286067,Charming & Spacious 3BD downtown!,2425448,Gabe,Northwest District,45.52551,-122.69498999999999,Entire home/apt,179,495,1
8290529,Hawthorne/Belmont Retreat - East bd,456853,Ann,Sunnyside,45.51381,-122.63215,Private room,65,600,2
8290549,Urban Oasis / Private Guesthouse,43706954,Ron And Misti,Overlook,45.55699,-122.68717,Entire home/apt,95,123,1
8291362,Hawthorne/Belmont Retreat - West bd,456853,Ann,Sunnyside,45.51437,-122.63264,Private room,65,543,2
8306520,Retro Space w/Private Bath & Separate Entrance,43795030,Terie & Aaron,Mt. Tabor,45.50797,-122.58948000000001,Private room,49,208,1
8312174,Comfy Tabor 2 Bedrooms - 1100 Sq Ft w/Central Heat,9603365,John,North Tabor,45.52455,-122.60463999999999,Entire home/apt,350,69,1
8355231,Home away from home in SW Portland!,2381917,Kellie,Hayhurst,45.48135,-122.72503,Entire home/apt,143,57,1
8370751,Cozy Bungalow SE Division/Clinton,44117171,Nicci,Richmond,45.5044,-122.61652,Private room,65,25,1
8391434,Mississippi District Private Suite,44216258,Mark,Boise,45.55328,-122.67511999999999,Private room,60,161,2
8406897,"Casual, Comfy SW Studio",709981,Jay,South Portland,45.4921,-122.67686,Entire home/apt,54,332,1
8408240,Charming Rooms in Eastmoreland Contemporary Home,44293276,Melinda,Eastmoreland,45.46735,-122.62433999999999,Private room,50,123,1
8421305,"""Laurelhurst Ranch"" / Beach Room!",44352183,Holly Jo,Kerns,45.52447,-122.63573000000001,Private room,39,106,2
8442996,1910 Sellwood Sunshine Room,44442791,Sandra,Sellwood-Moreland Improvement League,45.46642,-122.65685,Private room,65,51,2
8443658,Waterfront Pearl District Condo,1184882,Cara,Old Town/Chinatown,45.52732,-122.67137,Entire home/apt,110,17,1
8447285,Townhouse near downtown Portland,44474897,Jonathan,South Portland,45.48982,-122.67856,Private room,80,333,2
8458004,Multnomah Village Petite Maison,44519913,Ariel,Multnomah,45.47103,-122.70183999999999,Entire home/apt,70,134,1
8475095,The Artist Nest,2884284,Ryan,Montavilla,45.51794,-122.57638999999999,Entire home/apt,100,172,2
8498216,"Elite Retreat: 4 Private Acres, Mins From NW 23rd!",27974994,Mel,Forest Park,45.53412,-122.73899999999999,Entire home/apt,399,160,4
8596720,2-Bed Apt. in SW PDX w. Separate Entrance/Bathroom,42718263,Steve & Rebecca,Hillsdale,45.466879999999996,-122.69627,Entire home/apt,89,181,1
8597145,GREAT NOB HILL NEIGHBORHOOD - 21,21655715,Villa Serena,Northwest District,45.535090000000004,-122.70221000000001,Entire home/apt,49,12,2
8597807,Light filled private room in NoPo.,36587923,Jacob,Piedmont,45.58125,-122.6759,Private room,37,114,2
8614707,Vintage Craftsman near Division St!,238471,Leigh,Hosford-Abernethy,45.5045,-122.64936000000002,Entire home/apt,250,97,1
8630512,Cozy Attic Apartment,41290032,Steve,Concordia,45.56174,-122.63201000000001,Entire home/apt,100,197,1
8636364,New Studio in Overlook/N Portland,42945795,Marguerite,Overlook,45.5553,-122.68885,Entire home/apt,99,163,1
8647475,Bright & Stylish Apartment in Mississippi District,15339659,Ronald,Boise,45.55418,-122.67213999999998,Entire home/apt,85,327,1
8655422,"""Laurelhurst Ranch"" / The Study!",44352183,Holly Jo,Kerns,45.52312,-122.63606999999999,Private room,57,123,2
8666024,"Pet Friendly, Green Acres close to Downtown",35241326,Sandi,Hayhurst,45.48113,-122.72346,Entire home/apt,75,197,4
8670912,Alberta Arts,42524417,Ariel,King,45.55603,-122.65258999999999,Private room,54,162,2
8671894,"Tinyhome by Division!
NOW SEEKING MONTH TO MONTH!",25166997,Em & Tim,Richmond,45.50657,-122.61883,Entire home/apt,50,419,1
8687026,SE Woodstock 1 BR cozy apartment,45613100,Colleen,Woodstock,45.48235,-122.62012,Entire home/apt,90,30,1
8696363,"Dog-friendly, guest driveway, comfy",18396180,Karen,St. Johns,45.59015,-122.735,Private room,36,36,1
8700497,Contemporary 2 bed/2 bath Condo,45394187,Rhonda,Hillsdale,45.47728,-122.70255,Entire home/apt,96,14,1
8703224,Private Bedroom in NoPo Mississippi Ave Home,3220022,Julie,Boise,45.55117,-122.67595,Private room,31,24,3
8714815,NW Neighborhood Cabin in the City,6544470,Amy,Northwest District,45.53563,-122.70145,Entire home/apt,135,290,1
8720313,True Portlandia: Tiny House!,45768436,Brooke & Rudy,Cully,45.558679999999995,-122.60356999999999,Entire home/apt,95,310,1
8721777,The Jedi Master Bedroom,25703522,Jason,Richmond,45.50287,-122.61335,Private room,60,48,1
8733209,Hideaway studio in Lair Hill,8678930,Sharrie,South Portland,45.49273,-122.67616000000001,Entire home/apt,80,113,1
8739212,Alberta Arts District Home,693867,Jennifer,Concordia,45.559459999999994,-122.63913000000001,Entire home/apt,95,35,1
8740782,Large private studio nestled above a bamboo forest,45007538,Ngone,Bridlemile,45.4906,-122.72724,Entire home/apt,69,264,1
8742729,Private Sauna Studio on Hawthorne,45865050,Juli,Richmond,45.51039,-122.6331,Entire home/apt,82,381,1
8758093,Beautifully Restored SE PDX Duplex,45926254,Erica,Buckman,45.514790000000005,-122.64262,Entire home/apt,150,30,3
8782831,Lovejoy! Private Suite w/ Theater by Gabriel Park,15357352,Megan,Hayhurst,45.48021,-122.72483000000001,Private room,82,64,1
8784048,Room with private bath,11842430,Tanya,South Portland,45.469809999999995,-122.67355,Private room,69,98,2
8784294,Division St bungalow,46043466,Betsy,Richmond,45.505559999999996,-122.63018999999998,Private room,60,267,1
8813922,Modern Guest House - Concordia,46173088,Christopher,Concordia,45.56687,-122.63141,Entire home/apt,121,95,1
8825214,Private Room in NE Portland upstairs number 2B,46226741,Edward,Woodlawn,45.571290000000005,-122.6464,Private room,55,180,4
8841765,The Nest - Brand New One Bedroom Apartment,46302367,Nicole,Mt. Scott-Arleta,45.48062,-122.59168999999999,Entire home/apt,85,188,1
8849753,Hattie's Cactus and Rose Garden,46341450,Judy,Piedmont,45.56687,-122.67175,Entire home/apt,99,155,1
8863377,Modern Studio in Mt Tabor /Hawthorne area,7810808,Paola,Mt. Tabor,45.51359,-122.61067,Entire home/apt,100,113,1
8902221,"Modern Home Central Location, Mississippi/Williams",34595,Rebecca,Boise,45.54846,-122.66542,Entire home/apt,350,28,1
8905577,"Great Studio, Heart of NW Portland",38373543,Alexander,Northwest District,45.530809999999995,-122.69112,Entire home/apt,60,38,1
8919514,Divine Duplex off Division-Monthly,28519789,Anne,Richmond,45.50425,-122.62448,Entire home/apt,90,240,1
8922138,Reedwood Cottage,3201841,Chris,Reed,45.484790000000004,-122.63006999999999,Entire home/apt,75,111,1
8936386,The Treehouse - bright & cozy loft in SE Portland,46720626,Alexis,Mt. Scott-Arleta,45.47926,-122.58724,Entire home/apt,89,171,1
8956997,Urban retreat in historic Irvington,46814135,Bina,Sabin,45.54858,-122.65138,Entire home/apt,75,173,1
8974083,"NE Alberta Area - Great Walking Area, with Parking",4609035,Wendi,Vernon,45.56208,-122.64858999999998,Entire home/apt,75,61,1
8981600,Cute*Cozy*Clean NE Studio,7644885,Joanna,Woodlawn,45.57177,-122.6563,Entire home/apt,65,225,1
8982859,"Tiny House, Big Charm",20410856,Abbie,Montavilla,45.52024,-122.56957,Entire home/apt,69,263,3
8985260,New ~ Mt Tabor Studio in New Home,41958320,Kristien,Mt. Tabor,45.507659999999994,-122.60985,Entire home/apt,65,140,1
9047763,Private Basement Apartment,47209253,Brooke,Cathedral Park,45.586940000000006,-122.74700000000001,Entire home/apt,90,88,1
9059118,"Stunning City & Mtn Views, 5 min walk to downtown",12846561,Kerri,Southwest Hills,45.508759999999995,-122.68812,Entire home/apt,450,71,3
9062987,"Warm family home in the hills, ideal for  families",22562487,Cole,Forest Park,45.519490000000005,-122.73301000000001,Entire home/apt,274,20,1
9075021,Superb Location Private Bed & Bath,20080052,Michael,Mt. Tabor,45.51486,-122.60817,Private room,60,324,1
9076254,Hawthorne Guest House with heated king bed.,137869,Tara,Sunnyside,45.51465,-122.62138,Entire home/apt,70,240,1
9077884,Near OHSU/Downtown w/ Mt Hood View,47342459,Marty,Homestead,45.49535,-122.67871000000001,Private room,49,440,2
9080307,Artsy studio in prime inner SE,47353899,Gillian,Hosford-Abernethy,45.51061,-122.64963,Entire home/apt,85,221,1
9107116,Upscale Basement minutes from city,47469180,Stefanie,Northwest Heights,45.5401,-122.77241000000001,Entire home/apt,130,63,1
9110788,B&B Cozy Room for Lone Traveler,47482973,Ellen,South Portland,45.49573,-122.67663,Private room,49,194,6
9118702,3BR Renovated Home by Sellwood Park,47514269,John,Sellwood-Moreland Improvement League,45.470079999999996,-122.65856000000001,Entire home/apt,225,29,1
9119299,The Firebird,47516888,Eric,Cully,45.56054,-122.60422,Entire home/apt,70,125,1
9119792,"Bamboo Garden Apt, a quiet, cozy getaway",263312,Barbara,Irvington,45.537290000000006,-122.65409,Entire home/apt,105,232,1
9131283,Alberta St. Modern Craftsman,40548274,Derek,Humboldt,45.56,-122.6705,Entire home/apt,100,545,1
9134082,Alberta Garden Eco-Cabin B-2,47573104,Bart,Concordia,45.5578,-122.64183,Entire home/apt,100,310,2
9136443,Alberta Garden Eco-Cabin B-1,47573104,Bart,Concordia,45.55908,-122.64223999999999,Entire home/apt,95,221,2
9153419,Renovated Private Hideaway,35075353,Alison And Dan,Rose City Park,45.546459999999996,-122.61367,Entire home/apt,80,109,1
9171996,"Modern, walkable, Kerns apartment",47731731,Marissa And Scotty,Kerns,45.52587,-122.63729,Entire home/apt,115,188,1
9198983,Downstairs at Woodlawn Abbey,47849184,Joe,Woodlawn,45.568000000000005,-122.65843999999998,Entire home/apt,65,145,1
9199265,Charming Woodlawn Home,3588737,Amber,Woodlawn,45.56739,-122.65463000000001,Entire home/apt,115,22,1
9201700,Close-in Portland Heights View Apt,11134559,Larry,Southwest Hills,45.515879999999996,-122.69686999999999,Entire home/apt,115,259,1
9218268,Backyard 1bd/1ba Tiny House,3299455,Bill,Overlook,45.554590000000005,-122.68218,Entire home/apt,125,27,1
9232172,Easy Walk to Reed Private Room in 1915 Bungalow,41571405,Kate,Woodstock,45.48731,-122.62189,Private room,55,388,3
9232236,Private Bath 2 Bedroom Suite Near Reed College,41571405,Kate,Woodstock,45.48725,-122.62156999999999,Private room,99,13,3
9236071,Fortune 503 - UofP Perfect Stay,10088347,Mollie &   Jake,Portsmouth,45.5868,-122.72917,Entire home/apt,80,375,1
9236414,Bellaterra B&B Woodland Room,47482973,Ellen,South Portland,45.49406,-122.67528,Private room,59,73,6
9242234,Charming NoPO 2200 sq ft Condo,1213025,Melissa,Piedmont,45.56922,-122.67173000000001,Private room,82,1,1
9254568,The Craftsman on Curtis - 2 bd. Sleeps Five Home,43717096,Ken,Arbor Lodge,45.56788,-122.69773,Entire home/apt,170,203,1
9272043,Stumptown Cottage in Eastmoreland,28235833,Deborah,Eastmoreland,45.4649,-122.62463000000001,Entire home/apt,97,237,2
9276925,Lovely FURNISHED riverfront condo,31927943,Sid,Pearl,45.53389,-122.67998,Entire home/apt,165,1,1
9279653,Bellaterra B&B Aegean Room,47482973,Ellen,South Portland,45.49525,-122.67513000000001,Private room,69,38,6
9282848,Urban Retreat with Sauna,19863236,Jill,North Tabor,45.52305,-122.59908,Entire home/apt,90,163,1
9303671,Homebase for SE Adventures,3055970,Sionainn,Richmond,45.50355,-122.62267,Entire home/apt,70,185,1
9319598,Cool apartment in middle of it all,48026802,David,Northwest District,45.52353,-122.69294,Entire home/apt,130,329,1
9325762,Your St. Johns Home Away From Home,751219,Ryan & Lorelei,St. Johns,45.586000000000006,-122.73978999999999,Entire home/apt,115,62,1
9365410,Modern Harmony & Happiness House,48595009,Stephen J,Wilkes,45.52816,-122.50028999999999,Entire home/apt,115,213,1
9368386,Quiet Room in Southwest Portland,48608579,Joseph,Ashcreek,45.44997,-122.74355,Private room,50,15,1
9368417,"Charming Home, Sweet Night Sleep",40829795,Colleen,Beaumont-Wilshire,45.54622,-122.61623999999999,Private room,60,39,3
9369142,Private Studio Bedroom-Kitchenette,40829795,Colleen,Beaumont-Wilshire,45.54555,-122.61495,Private room,67,70,3
9370114,Downtown Waterfront Condo,48616768,Mike,Old Town/Chinatown,45.529709999999994,-122.6733,Private room,99,271,1
9373869,Downtown Portland Vacation Rental,48636482,Martina,South Portland,45.499829999999996,-122.67903999999999,Entire home/apt,140,187,1
9384461,Cozy Tiny House in SE Portland,20414851,Mark,Hosford-Abernethy,45.50595,-122.64192,Entire home/apt,75,277,1
9390323,3728 Richmond Bungalow,15081218,Linda,Richmond,45.50622,-122.62575,Entire home/apt,150,22,2
9462600,Newly Remodeled North Tabor Duplex,49035931,Meggie,North Tabor,45.52381,-122.61155,Entire home/apt,160,3,1
9462621,"Sleek, modern studio home in SE PDX",34874100,Nate,South Tabor,45.50434,-122.58285,Entire home/apt,79,330,1
9475332,"Light and Bright, Cozy Cottage",49110034,Chrysalis,Woodstock,45.48001,-122.60507,Entire home/apt,95,156,1
9478482,Charming Craftsman Bugalow - heart of St. John’s,23634935,William,St. Johns,45.59101,-122.75303000000001,Entire home/apt,121,8,1
9478630,Daylight 2 Bedroom Spacious Apt 10 min to Downtown,49129966,Esther,Hillsdale,45.4728,-122.6939,Entire home/apt,85,115,1
9490227,Quiet & Bright King- Min to Airport,3354424,Deanna,Madison South,45.540690000000005,-122.57337,Private room,45,26,1
9494512,Mid-century Mt. Tabor Hideout with Hot Tub,4396961,Taralyn,Mt. Tabor,45.51344,-122.58899,Entire home/apt,175,51,1
9506971,Designer Alberta Bungalo-Walk to Everything!,1886383,Eric,King,45.55758,-122.65713000000001,Entire home/apt,120,24,1
9543693,Inner NE  Private Apt 1BR,49426376,Shannon & Claudius,King,45.55043,-122.66141999999999,Entire home/apt,95,255,2
9549889,Victorian in the heart of NorthWest,25329358,Adrian,Northwest District,45.528209999999994,-122.69457,Entire home/apt,197,216,1
9551967,Newer Home in SW Portland!,47141750,Lance,Multnomah,45.4703,-122.70302,Entire home/apt,195,97,1
9566529,Choice of queen or king  in 1940 haus w/hot tub,3641931,Meredith,Sellwood-Moreland Improvement League,45.47429,-122.64736,Private room,69,21,2
9578248,Little House near Alberta Arts,25235410,Elaine,Concordia,45.56227,-122.63498,Entire home/apt,119,327,1
9609842,Beautifully Restored Upper Level,45926254,Erica,Buckman,45.51548,-122.6442,Entire home/apt,150,33,3
9632943,Fashionable Flat Close-In East Side,46497916,Yvonne,Kerns,45.52406,-122.63291000000001,Entire home/apt,99,105,1
9645560,Charming Hawthorne Victorian,1789316,Lela & Toren,Sunnyside,45.514070000000004,-122.62156999999999,Entire home/apt,300,0,1
9683231,"COZY, QUIET, LOWER LEVEL 1 BDRM APT",3929214,Terry,Kerns,45.5243,-122.64197,Entire home/apt,79,83,2
9712130,NoPo Charm - Comfort & Convenience w/Private Bath,39022970,Ed & Ann,Arbor Lodge,45.56844,-122.68498999999998,Private room,50,52,1
9729366,Quiet Garden Room w/Bath 2blk from MAX,15310395,Ildikó,Brooklyn Action Corps,45.488690000000005,-122.64968,Private room,71,135,1
9729850,The Buckman Art House!,776652,Carole,Buckman,45.51766,-122.65111999999999,Entire home/apt,105,272,1
9731376,Little Russian Art Studio,50214783,Bree,Arbor Lodge,45.56843,-122.68733,Entire home/apt,87,10,1
9732892,"Quiet, convenient & comfortable!",22298379,Marcelo,Sylvan-Highlands,45.5118,-122.73568,Entire home/apt,150,39,1
9736647,Sunnyside Sanctuary_Belmont/Hawthorne/Laurelhurst,33451922,Sandy,Sunnyside,45.519290000000005,-122.62317,Entire home/apt,300,5,1
9759612,Room/ B_Green,50332020,Moussa,Lents,45.468579999999996,-122.5729,Private room,40,129,2
9760306,Room/A_Green,50332020,Moussa,Lents,45.46993,-122.57253999999999,Private room,45,106,2
9770224,"HIP, NEW HOME IN PORTLAND HOT SPOT!",7858592,Dana,King,45.5599,-122.65868,Entire home/apt,119,200,1
9812111,Serene lower floor suite 10 min to NW & OHSU,13676520,Sherold,Hillsdale,45.49044,-122.70504,Entire home/apt,90,127,1
